"Ensembl" "species" "Gene.x" "cell.type" "nicknames" "ubiquitousness.index" "product.description" "gene.type" "canonical.marker" "germ.layer" "organ" "sensitivity_human" "sensitivity_mouse" "specificity_human" "specificity_mouse" "Gene.y" "logFC" "rawFC" "FoldChange" "AveExpr" "t" "P.Value" "adj.P.Val" "z.std" "F2613.cl1_npcFile_P_NPC" "F2613.cl2_npcFile_P_NPC" "F2613.cl3_npcFile_P_NPC" "F2688.cl4_npcFile_P_NPC" "F2688.cl5_npcFile_P_NPC" "F2688.cl6_npcFile_P_NPC" "F2735.cl1_npcFile_P_NPC" "F2735.cl2_npcFile_P_NPC" "F2735.cl3_npcFile_P_NPC" "F6136.cl1_npcFile_P_NPC" "F7511.cl1_npcFile_P_NPC" "F7511.cl2_npcFile_P_NPC" "F7511.cl3_npcFile_P_NPC" "F6281.cl1_npcFile_P_NPC" "F6281.cl2_npcFile_P_NPC" "F6281.cl4_npcFile_P_NPC" "F5541.cl1_npcFile_C_NPC" "F5541.cl2_npcFile_C_NPC" "F5541.cl5_npcFile_C_NPC" "F5618.cl3_npcFile_C_NPC" "F5618.cl6_npcFile_C_NPC" "F6119.cl1_npcFile_C_NPC" "F6119.cl7_npcFile_C_NPC" "F7315.cl4_npcFile_C_NPC" "F7315.cl5_npcFile_C_NPC" "F7647.cl1_npcFile_C_NPC" "F7647.cl2_npcFile_C_NPC" "F7647.cl3_npcFile_C_NPC" "F7672.cl4_npcFile_C_NPC" "F2613.cl1_NeurFile_P_Neur" "F2613.GFP.cl1_NeurFile_P_Neur" "F2735.cl2_NeurFile_P_Neur" "F2735.cl3_NeurFile_P_Neur" "F2735.GFP.cl2_NeurFile_P_Neur" "F6281.cl1_NeurFile_P_Neur" "F6281.cl4_NeurFile_P_Neur" "F6281.GFP.cl1_NeurFile_P_Neur" "F7511.cl2_NeurFile_P_Neur" "F5541.cl2_NeurFile_C_Neur" "F5541.GFP.cl2_NeurFile_C_Neur" "F5618.cl3_NeurFile_C_Neur" "F5618.GFP.cl6_NeurFile_C_Neur" "F7647.cl1_NeurFile_C_Neur" "F7647.cl3_NeurFile_C_Neur" "F7672.cl5_NeurFile_C_Neur" "F7672.cl6_NeurFile_C_Neur" "F7672.GFP.cl5_NeurFile_C_Neur" "F7672.GFP.cl6_NeurFile_C_Neur"
"1" "ENSG00000180176" "Mm Hs" "TH" "Adrenergic neurons" "DYT5b" 0.002 "tyrosine hydroxylase" "protein-coding gene" 1 "Ectoderm" "Brain" 0 1 0.0018797 0.00237636 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2" "ENSG00000132437" "Mm Hs" "DDC" "Adrenergic neurons" "AADC" 0.014 "dopa decarboxylase" "protein-coding gene" 1 "Ectoderm" "Brain" 0 1 0.00469925 0.0163134 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"3" "ENSG00000123454" "Mm Hs" "DBH" "Adrenergic neurons" "DBM" 0.001 "dopamine beta-hydroxylase" "protein-coding gene" 1 "Ectoderm" "Brain" 0 1 0 0.000770713 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"4" "ENSG00000165646" "Mm Hs" "SLC18A2" "Adrenergic neurons" "SVMT|SVAT|VMAT2" 0.006 "solute carrier family 18 member A2" "protein-coding gene" 1 "Ectoderm" "Brain" 0 1 0.00125313 0.0076429 "SLC18A2" 0.0450180118865107 1.03169605983107 1.03169605983107 2.81536921218996 0.446183628679398 0.662382744180477 0.681750660676982 0.436625806274708 7.49625949613606 7.18308525860405 7.11316246036134 7.44439569054131 7.31037510095264 7.24048459445944 7.67676079907862 7.39997093471993 7.26147426615883 7.37472404091927 7.45296257612164 7.46980404502153 7.09297894688122 7.23565245521321 7.29103727248272 7.22525456717258 7.42789095251872 7.35758206032905 7.68478632215921 7.09311308665458 7.21437308597204 7.30500846739877 7.25841293255998 7.1475917569731 7.50908517018671 7.39153151608154 7.26152177531182 7.45196311763474 7.35866057271989 7.34011501289183 7.39548363149389 7.25035808779444 7.45888475548626 7.42788493160795 7.29957230467432 7.34065163765369 7.2289596664873 7.70451126452928 7.2776263784349 7.42164931444143 7.23043380407609 7.22428211015193 7.38870021235332 7.48505824823595 7.24115195978689 7.30609112460771 7.27803585902506 7.38198152846413
"5" "ENSG00000113504" "Mm Hs" "SLC12A7" "Adrenergic neurons" "KCC4|DKFZP434F076" 0.006 "solute carrier family 12 member 7" "protein-coding gene" 1 "Ectoderm" "Brain" 0 0 0.00281955 0.00648683 "SLC12A7" -1.09734510105923 0.467375786492013 -2.13960592076391 6.30770771371142 -9.82757344437276 9.36051769334211e-09 1.78403532376134e-08 -5.74192699882286 10.4637364577625 10.6598889221878 10.7860991305685 10.6621328524723 10.2744444911082 10.3445488290528 10.4309831158233 10.454278604078 10.6095799736815 10.1682011494087 10.6426598105014 10.5742867359941 10.1937552817209 10.3003807638108 10.3408006107919 10.3502106538423 10.6021464189434 10.7497637775616 10.5342421797804 10.5142275614418 10.2208109665661 10.9208889160088 10.7897155681134 10.4196735749265 10.8938593540091 10.9135671259876 11.1053820830742 11.0504383112352 10.4994700579023 9.97555592174107 10.0014927084357 8.9501826852133 9.23076466212283 10.0352040938062 9.48308073068307 9.33230480629563 9.04092861750065 9.65655731499764 9.36059518046165 9.48000046612483 9.48249790432702 9.3326467830361 9.23226012326391 9.27406556061655 9.00672340599521 8.9638948824616 8.68573173571293 9.39291000240795
"6" "ENSG00000160307" "Mm Hs" "S100B" "Astrocytes" "S100beta" 0.066 "S100 calcium binding protein B" "protein-coding gene" 1 "Ectoderm" "Brain" 1 0.642623 0.0313873 0.0631469 "S100B" 1.84480335416641 3.59203984695239 3.59203984695239 3.20557407504425 6.64787403827122 3.07930715420578e-08 5.61020697907838e-08 5.53686670933314 7.47257793448558 7.12622039950217 7.30036272786358 7.00890173608053 9.81063752221557 7.07834935909009 6.62167774986949 7.26771341978806 6.75396203063449 7.0971054227784 7.02875033440021 6.89034559183381 8.55213517105182 6.75250732894175 8.17528351700367 7.61764552802554 7.07819828802322 7.38901124752667 6.71554928000452 6.88617060213909 7.82909562361266 6.97283848049884 6.87138020491754 8.33207504275753 7.76061549828147 7.08609494013274 7.01948550270515 7.25183236328674 7.26036130194585 8.27067006673764 8.56072839338861 8.08813255472429 8.05555875822022 7.90211887860019 8.22600759465127 8.41900442539226 8.70179029172863 7.94195091709977 7.96714412335219 7.69269556288085 7.79910162329031 7.77986972965989 8.37711261701164 8.55297777271815 8.41856460376482 8.57044539065979 8.03591439299683 8.69172758436752
"7" "ENSG00000110436" "Mm Hs" "SLC1A2" "Astrocytes" "GLT-1|EAAT2" 0.071 "solute carrier family 1 member 2" "protein-coding gene" 1 "Ectoderm" "Brain" 1 1 0.00878845 0.0689113 "SLC1A2" 13.1120684907351 8853.72280658172 8853.72280658172 0.280072803104628 176.324416799563 3.82209819306952e-41 1.2952402323843e-39 13.43399739699 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 11.915967573788 11.8487875649514 12.0372246214089 12.3272306588457 11.6627522858559 11.8722032294878 11.7951010794474 12.0705833387588 12.3214564592246 12.5533891207517 11.9973262210625 12.0811013025544 12.1414787978065 12.3021613717832 12.3776049392166 12.043942451957 11.9511654386448 12.5899357357777 12.1700266802713
"8" "ENSG00000131095" "Mm Hs" "GFAP" "Astrocytes" "FLJ45472" 0.013 "glial fibrillary acidic protein" "protein-coding gene" 1 "Ectoderm" "Brain" 1 0.344262 0.00376648 0.00838465 "GFAP" 14.6208711507474 25195.372242651 25195.372242651 0.880536519477379 69.6026652036616 2.87348579302894e-48 1.54714524540453e-46 14.5984392406219 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 14.0979706055171 13.2619130240774 12.0948720265164 12.4819768725942 15.0889266969579 13.0705918840847 13.7693563432126 12.5261377971317 13.95700777442 13.6333882257723 13.9905016838834 13.580410629852 14.3178660448247 13.3263795856971 14.4133900011548 13.4625038846964 13.99350146022 12.9838717603983 14.81922779781
"9" "ENSG00000112578" "Mm Hs" "BYSL" "Astrocytes" "Enp1" 0.013 "bystin like" "protein-coding gene" 1 "Ectoderm" "Brain" 0 0 0.0109856 0.0137561 "BYSL" -1.18071703482763 0.441132196244118 -2.26689416123826 5.10402970240379 -10.5678894093788 2.35089122492653e-09 4.72894034282874e-09 -5.97149510081629 9.64586645783032 9.49934892723665 8.89784023080373 9.48679862491761 9.40905444285487 9.77583046486747 9.98534175977329 9.34780503739881 9.30526765124363 10.0102007743292 8.88732737533839 9.32949744029742 9.03300238923644 9.31748935587659 9.1777471324001 9.5479357643936 9.2550399057186 9.09082793961755 9.67968242403262 8.90508636910874 9.51903365850072 9.57335438549132 9.41591233800132 9.09670474859714 8.97665389184279 9.33125278943396 8.57025587239586 8.71665572653653 9.10463969265152 7.90656442954792 8.18542876499582 8.27608386455527 8.02407757444778 8.24639725325034 8.16598008621608 8.16807491968363 8.24834250610039 8.23121138601935 8.46642903870543 8.3209909802608 8.42007490095113 8.3423574185496 8.19908998361011 8.27077519277765 8.45909903462179 8.17521915051088 8.39001577286244 8.35157602228105
"10" "ENSG00000144908" "Mm Hs" "ALDH1L1" "Astrocytes" "10-fTHF|FTHFD" 0.008 "aldehyde dehydrogenase 1 family member L1" "protein-coding gene" 1 "Ectoderm" "Brain" 0 0.140984 0.00156937 0.00766409 "ALDH1L1" 8.78021865684791 439.652132689707 439.652132689707 -1.44963925700058 56.3999981146464 2.02946688216652e-23 1.3547436348818e-22 9.97159328833206 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 5.0370721957409 8.46682204264566 8.87877635645308 7.79032195412064 7.65466977264091 7.75971484482348 7.76678963799174 8.12187411430978 8.29435300896299 7.85689554299011 7.61959174489263 7.39504365583927 7.68636650966588 8.19854539389379 7.77876881903585 7.89738140918668 7.54592533961819 7.95409078269783 7.52377623305675 7.60668940228123
